run_id,backbone,method,transfer,target,shots,fold,GAL,SPDP
6ojadhcf,mlpbp,original,ppgbp,bcg,5,0,29.51020050048828,28.026121139526367
6ojadhcf,mlpbp,original,ppgbp,bcg,5,1,31.404361724853516,24.222320556640625
6ojadhcf,mlpbp,original,ppgbp,bcg,5,2,21.42527961730957,15.19179344177246
6ojadhcf,mlpbp,original,ppgbp,bcg,5,3,23.61189842224121,15.319831848144531
6ojadhcf,mlpbp,original,ppgbp,bcg,5,4,26.504066467285156,16.224510192871094
7be78t5o,bptransformer,original,vital_ecg,mimic_ecg,5,0,44.45756530761719,46.556739807128906
7be78t5o,bptransformer,original,vital_ecg,mimic_ecg,5,1,37.95173645019531,38.52251434326172
7be78t5o,bptransformer,original,vital_ecg,mimic_ecg,5,2,41.22983932495117,35.62598419189453
7be78t5o,bptransformer,original,vital_ecg,mimic_ecg,5,3,43.871604919433594,50.05149459838867
7be78t5o,bptransformer,original,vital_ecg,mimic_ecg,5,4,43.18963623046875,40.890380859375
8thpvpfc,bptransformer,prompt_global,vital_ecg,mimic_ecg,5,0,38.719390869140625,32.22541046142578
8thpvpfc,bptransformer,prompt_global,vital_ecg,mimic_ecg,5,1,40.627052307128906,34.568904876708984
8thpvpfc,bptransformer,prompt_global,vital_ecg,mimic_ecg,5,2,40.50442886352539,35.60247039794922
8thpvpfc,bptransformer,prompt_global,vital_ecg,mimic_ecg,5,3,44.39813232421875,50.95027923583984
8thpvpfc,bptransformer,prompt_global,vital_ecg,mimic_ecg,5,4,42.7811279296875,51.125240325927734
afm267dc,resnet1d,original,sensors,ppgbp,5,0,37.14833068847656,27.56976318359375
afm267dc,resnet1d,original,sensors,ppgbp,5,1,28.504085540771484,25.3878173828125
afm267dc,resnet1d,original,sensors,ppgbp,5,2,34.88546371459961,26.249935150146484
afm267dc,resnet1d,original,sensors,ppgbp,5,3,31.224016189575195,28.129308700561523
afm267dc,resnet1d,original,sensors,ppgbp,5,4,32.91119384765625,25.92789077758789
dke5jbr1,spectroresnet,original,ppgbp,bcg,5,0,25.21511459350586,23.062219619750977
dke5jbr1,spectroresnet,original,ppgbp,bcg,5,1,30.9847469329834,24.543514251708984
dke5jbr1,spectroresnet,original,ppgbp,bcg,5,2,26.965038299560547,19.77203369140625
dke5jbr1,spectroresnet,original,ppgbp,bcg,5,3,23.21987533569336,15.063573837280272
dke5jbr1,spectroresnet,original,ppgbp,bcg,5,4,29.30078887939453,24.079816818237305
ha3dkpft,bptransformer,prompt_global,ppgbp,sensors,5,0,31.03462791442871,31.028995513916016
ha3dkpft,bptransformer,prompt_global,ppgbp,sensors,5,1,29.666362762451172,29.28675842285156
ha3dkpft,bptransformer,prompt_global,ppgbp,sensors,5,2,31.47172164916992,28.292770385742188
ha3dkpft,bptransformer,prompt_global,ppgbp,sensors,5,3,35.46871566772461,29.17444229125977
ha3dkpft,bptransformer,prompt_global,ppgbp,sensors,5,4,31.160938262939453,24.063724517822266
htqbep2o,mlpbp,original,sensors,bcg,5,0,29.734912872314453,27.596843719482425
htqbep2o,mlpbp,original,sensors,bcg,5,1,30.21571922302246,21.010478973388672
htqbep2o,mlpbp,original,sensors,bcg,5,2,22.40517234802246,16.37586212158203
htqbep2o,mlpbp,original,sensors,bcg,5,3,22.376117706298828,14.130084991455078
htqbep2o,mlpbp,original,sensors,bcg,5,4,27.21226501464844,16.851560592651367
kyxescxr,bptransformer,original,sensors,bcg,5,0,30.514423370361328,28.396678924560547
kyxescxr,bptransformer,original,sensors,bcg,5,1,31.35913848876953,24.37942886352539
kyxescxr,bptransformer,original,sensors,bcg,5,2,21.15365982055664,16.98357391357422
kyxescxr,bptransformer,original,sensors,bcg,5,3,23.374013900756836,15.669815063476562
kyxescxr,bptransformer,original,sensors,bcg,5,4,26.96665382385254,16.61530303955078
pqsh8cnb,resnet1d,original,ppgbp,bcg,5,0,30.12316131591797,28.315288543701172
pqsh8cnb,resnet1d,original,ppgbp,bcg,5,1,28.692176818847656,23.796573638916016
pqsh8cnb,resnet1d,original,ppgbp,bcg,5,2,24.016014099121097,18.237991333007812
pqsh8cnb,resnet1d,original,ppgbp,bcg,5,3,25.402767181396484,16.590744018554688
pqsh8cnb,resnet1d,original,ppgbp,bcg,5,4,31.58214950561523,18.59201431274414
tx9fuxpi,bptransformer,prompt_global,bcg,sensors,5,0,30.62303924560547,27.69224548339844
tx9fuxpi,bptransformer,prompt_global,bcg,sensors,5,1,30.621723175048828,26.86029815673828
tx9fuxpi,bptransformer,prompt_global,bcg,sensors,5,2,30.670555114746097,29.786304473876953
tx9fuxpi,bptransformer,prompt_global,bcg,sensors,5,3,30.95332145690918,32.25498580932617
tx9fuxpi,bptransformer,prompt_global,bcg,sensors,5,4,29.788410186767575,26.97826385498047
yheo1bs0,bptransformer,original,ppgbp,bcg,5,0,25.444047927856445,23.34349822998047
yheo1bs0,bptransformer,original,ppgbp,bcg,5,1,29.628063201904297,18.843576431274418
yheo1bs0,bptransformer,original,ppgbp,bcg,5,2,17.783830642700195,14.657249450683594
yheo1bs0,bptransformer,original,ppgbp,bcg,5,3,24.527626037597656,16.21395492553711
yheo1bs0,bptransformer,original,ppgbp,bcg,5,4,28.31659698486328,20.524085998535156
z86mw6o7,spectroresnet,original,sensors,ppgbp,5,0,37.23914337158203,26.045129776000977
z86mw6o7,spectroresnet,original,sensors,ppgbp,5,1,26.029495239257812,26.014484405517575
z86mw6o7,spectroresnet,original,sensors,ppgbp,5,2,34.43487548828125,27.744815826416016
z86mw6o7,spectroresnet,original,sensors,ppgbp,5,3,30.075122833251953,27.18375015258789
z86mw6o7,spectroresnet,original,sensors,ppgbp,5,4,32.983863830566406,24.607664108276367
25u4up0n,spectroresnet,original,bcg,ppgbp,5,0,36.1160888671875,28.028629302978516
25u4up0n,spectroresnet,original,bcg,ppgbp,5,1,26.88650894165039,24.896896362304688
25u4up0n,spectroresnet,original,bcg,ppgbp,5,2,35.73659133911133,25.71417236328125
25u4up0n,spectroresnet,original,bcg,ppgbp,5,3,31.051010131835938,28.11878967285156
25u4up0n,spectroresnet,original,bcg,ppgbp,5,4,32.13820266723633,23.337400436401367
462452lp,spectroresnet,original,mimic_ecg,vital_ecg,5,0,39.88042449951172,36.24824142456055
462452lp,spectroresnet,original,mimic_ecg,vital_ecg,5,1,33.92612838745117,41.483360290527344
462452lp,spectroresnet,original,mimic_ecg,vital_ecg,5,2,33.80220031738281,33.15937042236328
462452lp,spectroresnet,original,mimic_ecg,vital_ecg,5,3,39.53947448730469,40.584007263183594
462452lp,spectroresnet,original,mimic_ecg,vital_ecg,5,4,40.38072967529297,43.16253662109375
5q4zgqyf,spectroresnet,original,sensors,bcg,5,0,27.62196350097656,25.671707153320312
5q4zgqyf,spectroresnet,original,sensors,bcg,5,1,31.28110122680664,24.790464401245117
5q4zgqyf,spectroresnet,original,sensors,bcg,5,2,23.658273696899418,17.02658462524414
5q4zgqyf,spectroresnet,original,sensors,bcg,5,3,23.474842071533203,15.10641860961914
5q4zgqyf,spectroresnet,original,sensors,bcg,5,4,26.39637756347656,16.508771896362305
7m6ld9tb,bptransformer,original,mimic_ecg,vital_ecg,5,0,41.59473419189453,40.23258972167969
7m6ld9tb,bptransformer,original,mimic_ecg,vital_ecg,5,1,30.937135696411133,38.920753479003906
7m6ld9tb,bptransformer,original,mimic_ecg,vital_ecg,5,2,33.77083206176758,30.15658950805664
7m6ld9tb,bptransformer,original,mimic_ecg,vital_ecg,5,3,45.96299362182617,41.97354888916016
7m6ld9tb,bptransformer,original,mimic_ecg,vital_ecg,5,4,35.089290618896484,36.79774475097656
8bqozb82,bptransformer,prompt_global,sensors,bcg,5,0,29.078001022338867,27.381732940673828
8bqozb82,bptransformer,prompt_global,sensors,bcg,5,1,30.55306053161621,22.38814926147461
8bqozb82,bptransformer,prompt_global,sensors,bcg,5,2,20.2447566986084,14.486804962158203
8bqozb82,bptransformer,prompt_global,sensors,bcg,5,3,23.551389694213867,15.25849437713623
8bqozb82,bptransformer,prompt_global,sensors,bcg,5,4,26.760730743408203,16.45517921447754
9jh44gq8,spectroresnet,original,ppgbp,sensors,5,0,30.334686279296875,28.921627044677734
